0,Nop,4
1,Halt,4
2,Panic,4
3,MovRW,8
4,MovRR,4
5,AddRR,4
6,AddRW,8
7,SubRR,4
8,SubRW,8
9,MulRR,4
10,MulRW,8
15,Inc,4
16,Dec,4
24,Cmp,4
25,Push,4
26,Pop,4
27,Ja,4
28,Jreq,8
29,Jrne,8
30,Jr,8
31,Stor,4
32,Load,4
33,Call,8
34,Ret,4
35,Xbm,4
